consulta,clase
buen día! queria hacer una consulta ya que tengo un inconveniente para porder acceder al perfil de aspirante. ingreso mi dni y el mismo sistema me responde con &quot;no existen datos para el aspirante ingresado&quot;. quisiera saber cuál sería el problema. gracias. ,Ingreso a la Universidad
"hola. voy a estar cursando activamente en la cede central, por qué no puedo sacar el boleto estudiantil???  muchas gracias ",Boleto Universitario
"hola; buenos días. mi consulta es la siguiente: hice la solicitud del boleto estudiantil por medio de la pagina de la universidad y trato de hacerlo nuevamente y me dice que ya me fue asignado el beneficio, pero al momento de tratar de activarlo por medio de las pantallas me dice que no tengo ningún beneficio. me podrán ayudar por favor  y decirme que debo hacer. de ante mano muchas gracias  ",Boleto Universitario
"quiero anotarme para cursar el segundo cuatrimestre , redir la materia de introducción a la administración que quede regular y no me permite por el numero de legajo o clave  ",Problemas con la Clave
"hola, me olvide el numero de contraseña de mi cuenta. quisiera una nueva contraseña ",Problemas con la Clave
"hola buenas tardes..la semana pasada fui a la universidad a inscribirme, me dijeron que me tiene que llegar un gmail con las materias y horarios...la cueation es que aun no me llega nada...quisiera saber cuando se empieza acursar las materias? es por eso que estoy interesada en que me llege el correo ",Ingreso a la Universidad
no me llega al email del perfil de aspirante para anotarse en las materias. ,Cursadas
"hola, quisiera saber cuál es el problema que no puedo inscribirme a las materias del primer cuatrimestre? , si ya entregue todo lo requerido.  espero su respuesta, muchas gracias.  ",Requisitos de Ingreso
"hola, quisiera saber si ya me pude reescribir a la carrera de licenciatura en trabajo social,, muchísimas gracias!!!!  ",Reincorporación
hola quisiera saber como recuperar mi clave para acceder al sector de estudiantes ya que no me llega ningun link en mi correo elecctronico  ,Problemas con la Clave
"hola! hice todo para obtener el boleto provincial y cuando fui a la terminal de la unlu no tengo la plata acreditada, ya hace varios meses! no entiendo porque, y cuando intento hacer de nuevo el tramite me dice que ya tengo el beneficio! si pudieran ayudarme se los agradezco! ",Boleto Universitario
"buenas tardes!! que tramite debo realizar para  pedir porcentaje de materias aprobadas , sin aplazo para el ingreso ala docencia?   gracias..  ",Pedido de Certificados
"hola disculpen me anote en turnos que no puedo asistir , yo solo puedo asistir  la mañana, cursar materias , porfa ayuda como hago para anotarme en turno mañana si no m aparece la opcion ",Cursadas
"quería cambiarme al prof. de educ. física. quiero ver la oferta de asignaturas y así ver los horarios, ya que me dijeron qué tenía abril/mayo para el cambio de carrera. pero no me deja entrar porque dice que el período de inscripción no está vigente. gracias ",Cambio de Carrera
"qué tal? quería saber cuáles serían los requisitos que me faltan, para poder completarlos y anotarme a la cursada.  hace unas horas quise inscribirme pero me decía que no cumplía con los requisitos.  ",Requisitos de Ingreso
"buenas tardes, consulta, me inscribí en un examen final pero no puedo presentarme, debo notificarlo o directamente se me marcará ausente? muchas gracias  ",Exámenes
"buenas tardes, ya pedi el cambio de contraseña pero no me llega el mail para reestablecerla ",Problemas con la Clave
"buenas noches hice la solicitud a para el boleto earudiantil u cuando me dio la opcion de imprimir me salto eata leyenda la solicitud no a pudido completarse . quisiera saber si me podrian ayudar , porque si quierp hacer nuevamente ya me sale que tengo el tramite la verdad que no entiendo , desde ya muchas gracias ",Boleto Universitario
"hola, tengo un problema cuando quiero ingresar al sistema para ver las fechas de los finales para armar mi cronograma, me salta un cartel diciendo: &quot;el estudiante no cumple los requisitos para entrar al sistema&quot;. quisiera saber a que se debe esto. gracias ",Requisitos de Ingreso
"que tal, me comunico con ustedes ya que, quiero acceder al sitio servicios academicos, pongo mi legajo y contraseña para acceder y me dice el siguiente mensaje &quot; estudiante no cumple con los requisitos para acceder al sistema&quot; cuando durante un año ingrese al sistema, no se que pasó. gracias ",Requisitos de Ingreso
"buenas tardes!! hice una solicitud de restablecimiento de clave, me enviaron el e-mail correspondiente pero cuando hago la busqueda de la pagina me dice &quot; no se han encontrado resultados para tu búsqueda&quot;, hay problemas con las paginas, como tengo que hacer inscribirme??  desde ya muchas gracias  ",Problemas con la Clave
"hace unas semanas me anote en la unlu, sede campana, y queria ingresar al portal de aspirantes, pero aparece como q no estoy registrada. ",Ingreso a la Universidad
no me deja entrar a mi perfil de estudiantes. . me dice que no completo la info... quisiera saver como resolverlo  ,Requisitos de Ingreso
olvide la clave de mi lejago y no puede acceder para inscribirme a la.materias  ,Problemas con la Clave
yo hize el tramite para el pase estudiantil provincial .. y queria saber cuando me acreditan la plata ??? ,Boleto Universitario
"buenos dias, te escribo por dos consultas, solicite la simultaneidad de dos carreras la de contador legajo 166116 y la de adm.123011, con la de administracion no puedo ingresar, es asi queda un solo legajo. y por otro lado en las materias del primer cuatrimestre no figura matematica ii como para contracursada ya que anteriormente la curse, es posible? gracias ",Simultaneidad de Carreras
hola buenas tardes como hago para inscribirme por via web para los talleres ,Cursadas
hola no me llega el mail  para seguir con los pasos de la inscripción ya lo reenvié pero sigue sin llegarme como hago? gracias  ,Ingreso a la Universidad
hice el primer paso de la inscripcion pero no puedo continuar porque no me ha llegado el mail para ello. muchas gracias ,Ingreso a la Universidad
"buenas tardes. quería consultar a que se refiere la pagina web con &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot;, que es lo que me responde cuando selecciono para inscribirme en el 1&deg; cuatrimestre  ",Requisitos de Ingreso
clave de acceso ,Problemas con la Clave
"hola, me inscribí y no recuero bien en que materias ya que no las anote, me podran informar cuales son y con cual comienzo el dia lunes 7/3 o en que parte de la pagina lo puedo ver. muchas gracias. ",Cursadas
"estimado, hace meses que realice el tramite del boleto estudiantil, la pagina dice que ya tengo el beneficio pero no me lo cargan. me gustaria saber cual es el problema? o si me lo podrian solucionar porque la verdad se me compllica mucho hacerme cargo del gasto con mi bolsillo, lo hice el año pasado porque me lo rechazaron pero este año voy a poder. ",Boleto Universitario
hola! quiero acceder al sistema para inscribirme a los finales pero me salta que no cumplo con los requisitos para poder acceder. ,Requisitos de Ingreso
por que no me puedo inscribir en las materias  ,Cursadas
"buenas noches, quisiera saber cómo sería el tema del boleto estudiantil. yo inicie el trámite y ahora me dice que ya tengo el beneficio asignado pero nunca se me acredito la sube.  gracias, espero su respuesta! ",Boleto Universitario
"buen dia, queria consultar ya que hace unos meses atras inicie el tramite del titulo de tecnico en administracion y a la fecha no es tenido respuesta. muchas gracias. slds  ",Consulta sobre Título Universitario
"buenas tardes,intento ingresar a mi perfil y me dice que mi clave ha caducado al intentar formular una clave nueva no me agarra los datos,queria saber como puedo solucionar este inconveniente,gracias! ",Problemas con la Clave
"buenas tardes, quisiera saber si hay posibilidades de que se reprograme la mesa de examen de natación 3 a la cual estoy inscripta y es la única materia que me queda para recibirme. no quiero perder esta posibilidad. gracias ",Exámenes
no puedo inscribirme  a las materias del  primer cuatrimestre. ,Cursadas
hola quiero que me informen porque todavía no nos dieron la carga del boleto estudiantil es muy necesario acceder al beneficio para poder seguir estudiando.  ,Boleto Universitario
buenas tardes no sé cómo averiguar mi número de legajo . ya pasaron más de 24 hs y todavía no lo hice  ,Consulta por Legajo
"la siguiente consulta es referida a las inscripciones del periodo 2020 a la carrera de licenciatura en administración, y los papeles requeridos para el ingreso  ",Ingreso a la Universidad
"hola, estoy intentando inscribirme en las materias para comenzar a cursar y la pagina no me lo permite. aparece un carten donde explica que me van a mandar un mail y el mismo nunca llega. tambien aparece otro cartel diciendo que realizo muchos intentos y la realidad es que fue la primera vez en averiguar. ",Ingreso a la Universidad
"buen día, tengo un problema y es que no puedo entrar a mi perfil académico  ",Requisitos de Ingreso
"quiero ingresar al perfil-estudiante, ingreso el legajo y clave y aparece: &quot;el estudiante no cumple con los requisitos&quot;. esto me impide la inscripción vía web para exámenes finales. esto se puede solucionar, me podría indicar los pasos a seguir? ",Reincorporación
"buen dia, mi consulta es la siguiente, quiero entrar para cargar mis datos por el boleto estudiantil y no me deja, yo cobro una asignacion universal y hace poquito registre la tarjeta a mi nombre y tengo ese descuento. osea cargue todos mis datos pero nose si me los tomaron. y si me van a otorgar el boleto, gracias espero una respuesta ",Boleto Universitario
"hola, consulta: cuánto tiempo tengo para rendir el final después de quedar regular?  gracias. ",Exámenes
"hola, me intento inscribir a las asignaturas y me dice que no tengo los requisitos necesarios. que esta pasando? ",Requisitos de Ingreso
"hola, necesito urgente el boleto estudiantil y quisiera saber cuando podría inscribirme? gracias. espero respuestas.  ",Boleto Universitario
"hola! necesito hacer el boleto estudiantil, pero en la página figura fuera de servicio. en la página de estudiantes publicaron que se puede hacer desde la página de la universidad e ingresar a siu guaraní (cosa que no encuentro) y la única opción de trámite es la mencionada que no funciona. cómo se resuelve? gracias! ",Boleto Universitario
hola. todavía tengo oportunidad de inscribirme?  ,Ingreso a la Universidad
"buenas tardes, aun no he recibido el mail para realizar la inscripción a las materias. el sitio web informa que me envió un mail a mi correo electrónico y no lo recibí. desde ya, muchas gracias. ",Ingreso a la Universidad
"hola, quise inscribirme para el boleto estudiantil y no pude porque en el municipal no me acepta el codigo postal de donde vivo(giles), y en el provincial me dice que no esta habilitado hasta nuevo aviso. como continuo el tramite? gracias. ",Boleto Universitario
hola .. si yo tengo promocionada introduccion a la administracion porque motivo no me figura para cursar administracion general ? ,Cursadas
hola buen dia queria saber si complete bien la encuesta del boleto estudiantil  y cuanto tengo que esperar  para q  me aviliten  muchas gracias por su  atencion espero las respuestas  ,Boleto Universitario
hola puede ser que no esten cargadas algunas promociones? por que me aparecen regulares.. y ya las promocione ,Situación Académica
 ha pasado casi un mes que hice mi trámite del boleto y no he tenido respuesta ,Boleto Universitario
"quería saber, cómo solicito la constancia de alumno regular? muchas gracias. ",Pedido de Certificados
"hola, en el trabajo me piden el analitico para presentarlo, como hago para solicitarlo?. gracias. saludos. ",Pedido de Certificados
"buenas tardes, quería consultar cómo tengo que hacer, porque perdí mi sube y tenía el beneficio que me acreditaban, la tengo que dar de baja? cómo hago para que pase el beneficio a la nueva sube??  mucha gracias!  ",Boleto Universitario
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... ,Boleto Universitario
quiero saber como me inscribo para rendir los parciales ,Cursadas
"buenas noches, mi consulta es la siguiente.yo hace un tiempo atrás hice la simultaneidad de carrera con la lic.en administración. el problema mio es que no me acuerdo el legajo de esa carrera, revisé mi mail donde me lo habian enviado pero no lo encuentro. me podrían pasar el legajo vía mail ? gracias ",Simultaneidad de Carreras
como hago para poner una nueva clave ? tengo bloqueada la anterior . gracias !!! ,Problemas con la Clave
no puedo inscribirme a las materias de este cuatrimestre  ,Cursadas
"no puedo entrar a mi situación académica, y cuando envío el formulario para cambiar la contraseña no me llega nada al correo  ",Problemas con la Clave
"buenas tardes,  me dicen que tengo que reincribirme pero no puedo acceder a la direccion del correo que me indican que me va ha llegar debido que la cuenta fue bloqueada. les pido por favor si pueden enviarme el enace para realizar la reincripcion a esta cuenta . hasta que pueda acceder a mi cuenta . gracias y espero su respuesta ",Reincorporación
quiero restablecer mi contraseña pero no llega el mail a mi correo que es este mismo quiero anotarme en los finales muchas gracias ! ,Problemas con la Clave
"tengo un problema, no puedo ingresar al sistema por la falta de una vacuna, la cual ya tengo puesta, será posible que entregue los papeles el día 5/8? ",Requisitos de Ingreso
buenos dias.cuando ingreso numero de legajo y clave me aparece que el estudiante no cumple con los requisitos. como puedo solucionarlo? desde ya muchas gracias espero su respuesta  ,Requisitos de Ingreso
no me llega el email para reestablecer la contraseña ,Problemas con la Clave
quisiera saber el motivo x el cual no puedo recibir el boleto estudiantil ya que mis ingresos son muy bajos y me es necesario para poder viajar a la facultad ,Boleto Universitario
buenas tardes. queria pedir certificado analítico de materias rendidas (aprobadas y desaprobadas) firmado y sellado por la universidad. con quien deberia comunicarme? gracias! ,Pedido de Certificados
buenas tardes no puedo ingresar con mi clave. para inscribirme para rendir ,Problemas con la Clave
el sistema no me deja anotarme en las materias cuando intento me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas&quot;. como lo puedo resolver? ,Requisitos de Ingreso
"buenas tardes,no puedo ingresar a mi situación académica,ni tampoco me permite reestablecer la clave aunque yo no la he cambiado ,que debo hacer ? desde ya muchas gracias  ",Problemas con la Clave
quiero saber sobre la inscripcion ,Ingreso a la Universidad
"buenas tardes, intenté ingresar a consultar servicios académicos y no puedo.... el mje es &quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;.  aguardo vuestros comentarios, muchas gracias, ",Requisitos de Ingreso
"quisiera saber porque razon no me permite la plataforma inscribirme  a las asignaturas, ya que me dice que no cumplo con los requisitos, quisiera saber que es lo que estaria adeudando para poder hacer efectiva la inscripcion. desde ya muchas gracias! ",Requisitos de Ingreso
"buenas tardes, cuando quiero hacer el trámite para el boleto estudiantil provincial me dice que ya tengo un beneficio otorgado pero nunca recibi nada, como puedo averiguar porque el error?, ",Boleto Universitario
"buen día, estoy viendo que se me actualizaron las equivalencias. aparecen solo 3 faltaría ver si me corresponde estadistica, metodología, las de economía, y no sé si alguna más como matemática financiera, marketing  o algunas de derecho como estudio de la constitución.  saludos espero su respuesta.- ",Consulta por Equivalencias
"hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. ",Boleto Universitario
error de credenciales?? ,Boleto Universitario
"buenos días, escribo para consultar sobre la solicitud de equivalencias que requiero presentar en otra institución. quisiera saber qué trámites debo realizar en la unlu para tal fin. desde ya, muchas gracias.  saludos  nazarena ",Consulta por Equivalencias
buenas tardes la consulta es para cambiar el boleto estudiantil a otra tarjeta sube ya que en la que la tengo asignada la tuve que dar de baja por rotura. ,Boleto Universitario
quiero confirmar los horarios del taller de lectura y comprención de textos pero me dice que el período de confirmación de solicitudes de inscripción a cursadas no está vigente. a partir de que fecha lo puedo confirmar? muchas gracias ,Cursadas
"buenas tarde. gracias por responder mis consultas.  tengo una duda,  cuando termine de tramitar el boleto estudiantil me sale una leyenda que dice &quot; beneficio asignado&quot;  eso que significa?  muchas gracias. ",Boleto Universitario
hola disculpe las molestias quisiera saber si aun me puedo inscribir a una materia todavía?  de prácticas integradas  ,Cursadas
me olvide la contraseña y la necesito para poder saber la fechas de finales ,Problemas con la Clave
"perdí mi tarjeta sube con el beneficio, ya tengo una nueva pero no puedo aplicar el beneficio en esa misma ",Boleto Universitario
al ingresar me sale un cartel que dice: el alumno no cumple con las condiciones para ingresar podrían informarme como inscribirme a las materias. desde ya muchas gracias espero su pronta respuesta. ,Requisitos de Ingreso
"buenas tardes, me dirigo hacia ustedes con el fin de consultar si mi pedido sobre el boleto estudiantil ha sido aceptado o no? desde ya muchas gracias, espero su respuesta. ",Boleto Universitario
"hola necesito pedir una prórroga para la entrega del analítico legalizado, y quería saber cuáles son las vacunas que tengo que tener en la libreta? muchas gracias ",Requisitos de Ingreso
"buenas tardes, quería consultar sobre la inscripción a las materias del segundo cuatrimestre, que en la página no me aparece nada y quería preguntar si tengo que ir hasta al establecimiento para anotarme o esperar hasta que me aparezca ",Cursadas
"hola, quería saber como hago para inscribirme en el boleto estudiantil? ya que la página pide que sea desde el usuario de la universidad.  ",Boleto Universitario
"hola, intento inscribirme a las materias pero cuando solicito las cursadas me dice este mensaje: ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas. por favor si me pueden ayudar se los agradezco.   ",Requisitos de Ingreso
hola..olvide mi contraseña..y me dice que me va a enviar un codigo a mi email para reestablecer mi cuenta pero no recibo nada. mi mail actual es ..  evejorgezuri@gmail.com ,Problemas con la Clave
"no me deja inscribirme a las cursadas, me salta que yo no cumple con los requisitos necesarios para confirmar . ",Requisitos de Ingreso
quería saber cuando van a dar el resultado sobre el boleto estudiantil? ,Boleto Universitario
"hola, buenaa tardes, quería entrar en la sección de aspirantes / estudiantes de la página pero en aspirantes me dice que poseo legajo pero no estoy habilitado para hacer una consulta y en estudiantes me dice algo similar, espero puedan ayudarme gracias ! ",Requisitos de Ingreso
"hola! quiero completar on line la inscripcion a la cursada del primer cuatrimestre. me inscribiré solo a dos materias, pero no me deja seguir el sistema en tanto no complete todos los cuadros de las asignaturas. me podrian ayudar con este punto. gracias! ",Cursadas
"hola buenas tardes yo hoy hice la inscripción a las 4 de la tarde y no me llego todavía el correo para el 2do paso, que puede andar psando con el correo? ",Ingreso a la Universidad
"hola! quiero consultar respecto del boleto estudiantil provincial, ya que, inicie el trámite hace más de un mes (22-06-2019) y aún no obtuve respuesta ni el beneficio. quisiera saber si se puede resolver esta situación. gracias. ",Boleto Universitario
"hola buenos días , tienen algún día específico para la acreditación de los beneficios de la sube ?  ",Boleto Universitario
buen dia. he realizado la inscripción para el boleto estudiantil el día 12/03 y no he tenido novedades del tramite. queria saber si es necesario que realice algún paso mas. ,Boleto Universitario
"hola, buen día. yo tramite la sube hace más de una semana y no me llegó ningún mail, tampoco me deja volver a tramitarla. cómo puedo hacer? gracias! ",Boleto Universitario
"buenas tardes, quería consultar por la carrera de contador público. para comenzar la carrera se debe hacer previamente el taller? sin este no se puede comenzar? ",Ingreso a la Universidad
"buenas tardes,necesitaria conocer mi numero de legajo para poder inscribirme ",Consulta por Legajo
"buenos días. intenté hacer la inscripción web pero no recibo ningún correo electrónico. repetí la inscripción y me informaron que tenía un trámite pendiente, que reenviarían el mail, pero continúo sin recibirlos. ",Ingreso a la Universidad
"buenas noches, les hago una pregunta. yo realice la inscripción para ingresar el año que viene hace 15 días. en ese momento me dijeron que dejará pasar unos días e intente ingresar en la página de la universidad en la parte de aspirantes.  intenté hacerlo pero me dice que no tengo un legajo asignado. quería saber si hubo algún problema con la inscripción?. espero su respuesta. muchas gracias. ",Ingreso a la Universidad
"no es lo que esperaba, necesito volver a la carrera en la que estaba. gracias ",Cambio de Carrera
"estimados, no puedo inscribirme a las cursadas de la licenciatura en historia, ya que, al realizar los pasos correspondientes me dice que estoy en condición de libre.  a la espera de una respuesta favorable, desde ya muchas gracias, alberto. ",Reincorporación
"buenas tardes, quería consultar porque cuando pongo la solicitud de inscripción no me deja anotarme. gracias! espero su respuesta ",Requisitos de Ingreso
"tengo una consulta acerca de la asignatura de código 20038, la cual según el plan de estudios de mi carrera debo cursar el 1er cuatrimestre, pero a la hora de solicitar cursarla no aparece como una opción posible. por esta razón quiero saber de que forma solicitarlo o si en realidad corresponde a otro cuatrimestre. gracias. ",Cursadas
"no puedo pedir el boleto estudiantil provincial, me figura error en credenciales. que hago? ",Boleto Universitario
"hola, quería consultarles por la reinscripción en la carrera de ing. agronómica. y también por las materias aprobadas si las tengo que recursar (taller de agronomia y elementos de matemática) gracias, saludos ",Reincorporación
necesito un certificado analítico con promedio y porcentaje de materias aprobadas de la licenciatura para presentar en sad campana. gracias. retiro en centro regional campana ,Pedido de Certificados
"mi nombre es hernan almiron y queria solicitar el titulo de tecnico universitario en comercio exterior y aduanas , cuando lo solicito desde la pagina no me deja poner el titulo entero solo logro escribir &quot;tecnico en comercio exterior&quot; , sin el termino aduanas, quiero saber si poniendo solamente &quot;técnico en comercio exterior&quot; esta bien o tengo que acercarme a la universidad?  desde ya gracias ",Consulta sobre Título Universitario
"hola buenas tardes,quería hacerles una consulta.si seguían abiertas las inscripciones 2020 para el profesorado de educacion física. espero su respuesta muchas gracias.  ",Ingreso a la Universidad
no puedo ingresar como estudiante para obtener un certificado de alumno regular. ya me paso el año paso por lo que me acerque a la sede de lujan y supuestamente esta solucionado. aun sigo sin poder ingresar y necesito ese certificado ,Reincorporación
quiero ingresar a mi cuenta de la universidad y me dice que no cumplo los requisitos para ingresar al sistema porque?  ,Requisitos de Ingreso
ingreso a la pagina con mi legajo 77344 y como clave mi dni por ser primer ingreso.  la página arroja el error el estudiante no cumple con los requisitos para ingresar al sistema.  por medio de la pagina deseo comenzar a tramitar el título de licenciada.  qué debería hacer?  ,Consulta sobre Título Universitario
"buenos días,   necesitaba hacer una consulta. yo estoy inscripto en la carrera de contador público en la sede regional san miguel y mi duda es sobre cómo tengo que hacer para anotarme a las materias que voy a cursar una vez terminado en curso de ingreso que comienzo mañana. porque todavía no tengo número de legajo ni tampoco contraseña. agradecería muchísimo su respuestas ya que quiero finalizar con eso  muchas gracias federico ",Cursadas
"hola! me comunico con ustedes ya que estoy intentando realizar la preinscripcion por web a una carrera y nunca me llega el mail con los pasos a seguir.  reintente y me dice que esta en trámite, que va a llegarme el mail nuevamente pero no recibo nada.  ",Ingreso a la Universidad
"hola, esty interesado en estudiar enfermeria el año proximo. igrese ala pag reagistre el 1 paso de los 3 con dicha informacion y a mi correo no me a llegado nada para seguir tramitando el registro...  discupen las molestias ocasionadas... gracias ",Ingreso a la Universidad
buenas tardes como puedo solicitar un cambio de carrera. muchas gracias. lorena ,Cambio de Carrera
cargue todo los datos para el boleto provincial y todavía no puedo obtener el beneficio..  ,Boleto Universitario
"buen día! quiero anotarme en las cursadas del 1er cuatrimestre y no me deja, dice que no tengo los requisitos para poder anotarme. quisiera ver si me podrían ayudar! muchas gracias. julián. ",Requisitos de Ingreso
"hola , yo lleve las cosas para hacer la simultaneidad con la tec. en inspeccion de alimentos. donde mandan el nuevo num de legajo ? o tengo que pasar por la universidad ? desde ya muchas gracias saluda atte , marianela. ",Simultaneidad de Carreras
no me envia el mail para poder seleccionar los dias y horarios de las asignaturas ,Cursadas
hola quisiera saber si con el titulo de analista en sistemas egresado en un instituto terciario privado podría hacer la licenciatura en la universidad de lujan. desde ya muchas gracias. aguardo una respuesta. saludos ,Ingreso a la Universidad
"no puedo entrar a mi perfil,podrian solucionarlo.  ",Problemas con la Clave
"hola buenas tarde! le hago esta consulta porque quiero ingresar para anotarme en las materias y me dice que el numero de legajo o contraseña son incorrectas. pongo olvide mi clave pero nunca me llego al mail la solicitud para cambiarla. espero que me puedan dar una respuesta, muchas gracias! ",Problemas con la Clave
"hola. quiero saber en que condición estoy para retomar la carrera. ya estuve libre y no se si me puedo reinscribir. en caso de no poder, &iquest;como hago para no perder lo cursado? gracias. ",Reincorporación
buenas! en la pagina para anotarme a las materias me figura que no puedo hacerlo porque no estoy autorizada. yo presente toda la documentación en tiempo y forma.  esperó puedan ayudarme y sobre todo tener vacante en los horarios que necesitaba para cursar. saludos ,Requisitos de Ingreso
"buenos días, me comunico con usted porque me aparece, al entrar a mi situación académica, que no me encuentro regular en la carrera y que tenia un tramite pendiente para regularizarla y que me mandaron un mail.  queria saber porque me aparece eso y el mail nunca lo recibi en ningun lado ni en spam  ",Reincorporación
en esta via de comunicacion figuro como libre me falta rendir planeamiento para finalizar la carrera en cs de la educacion necesito inscribirme en julio consulte la regularidad y figuraba hasta febrero de. 2018 que debo reañizar para inscribirme en la materia ,Reincorporación
"quería consultar porque no me deja ingresar a mi cuenta, me quiero anotar en materias y  ya se me pasa el tiempo de inscripción... gracias  ",Cursadas
"hola, necesito mi clave, no puedo ingresar porque no me la acuerdo. gracias.  ",Problemas con la Clave
"hola, mi nombre es agustin pompiglio y este año (2018) ingrese en la universidad. actualmente me encuentro cursando el taller de &quot;análisis y resolución de problemas&quot;. mi consulta es acerca de que no me deja inscribirme a las materias via web ya que me informa que &quot;no cumplo con los requisitos&quot;. quería saber si me podrian brindar una solución, desde ya muchas gracias. ",Requisitos de Ingreso
 quiero ingresar a la universidad  ,Ingreso a la Universidad
no me llega la confirmación de solicitud al correo. que hago? ,Ingreso a la Universidad
"hola buenas días quería consultar quise iniciar los trámites para el boleto universitario pero me dice que ya tengo otro beneficio, nose a que beneficio se refiere y no me dejó continuar con el trámite. espero su respuesta  ",Boleto Universitario
necesito que me soluciones lo de las vacunas porque asistí todo el mes al taller y el lunes tengo que dar el examen! no es mi culpa que de tarden en ver la documentación. gracias ,Requisitos de Ingreso
"hola ,ingrese a la unlu en la carrera licenciatura en ciencias de la educación en el año 2002,y nuevamente 2015 ,en la cede de san miguel en el año,2016 y 2018,ahora quería realizar el reingreso ,desde ya muchas gracias ",Reincorporación
hola quisiera saber si me agreditaron el boleto estudiantil .. yo tengo la tarifa social me lo dan igual ,Boleto Universitario
buenas tardes.  me comunico porque no se donde debería reclamar que en el beneficio de la sube aparezco como que tengo el beneficio pero en realidad la última vez que me cargaron fue en enero. y no se como hacer o a quien reclamar. pregunte por este medio y me dijeron a partir de marzo pero aun no tengo nada.   desde ya muchas gracias ,Boleto Universitario
no puedo lograr abrir mi perfil de estudiante  ,Requisitos de Ingreso
"hola quería consultar un problema que tengo cuando quiero ingresar para inscribirme en las materias del primer cuatrimestre,me dise que no tengo los requisitos para poder inscribirme,y  pero ya presente todos los papeles  que puede ser?  ",Requisitos de Ingreso
"buenos días disculpa la molestia, quería saber por qué en la materia psicología general y social aparezco cómo libre?tengo aprobado los dos parciales.. yo ya me anoté para dar final, estando en esa condicion de libre en el sistema, pero regular en realidad. es un problema?o se aclara con las actas a la hora del final? ",Situación Académica
"buen dia pedi la solicitud de reinscripcion en la universidad,aproximadamente hace dos meses,con respuesta inmediata y positiva.el problema es que cuando quiero ingresar desde el perfil de estudiante me sale una leyenda que dice que no me encuentro regular en la carrera. ",Reincorporación
que requizito me falta para cursar las materias? ,Requisitos de Ingreso
disculpen las molestias pero el año pasado realice el tramite para recibir el boleto estudiantil provincial pero no obtuve respuesta sobre si se había realizado existosamente ni tampoco me llego ningún mensaje sobre el tema. hoy intente hacerlo de nuevo pero al intentar iniciar el tramite la pagina me dice que la solicitud no ha podido completarse porque la persona ya tiene un beneficio asignado. me gustaría saber cual es el problema. muchas gracias por su tiempo. ,Boleto Universitario
"buenas noches, queria saber como anotarme para el taller de resolucion de problemas, espero prontas respuestas. gracias jesica ",Cursadas
"hola ! buenas tardes ! . me comunico con ustedes ya que yo al comienzo de este año empece a cursar la carrera de contador publico , la cual abandone por motivos personales .. en este momento me llama la carrera de enfermeria , quisiera saber que documentacion debo presentar y hasta que dia tengo tiempo . gracias! ",Cambio de Carrera
preinscripcion     para profesorado de educacion fisica 2018 ,Ingreso a la Universidad
por qué no se habilita el crédito en mí tarjeta sube? soy alumna regular de la universidad nacional de luján y tengo el beneficio? ,Boleto Universitario
"no puedo ingresar a ver mi situación académica, ingrese en la opción que me da de &quot;olvidaste tu clave&quot; complete lo que me pide, pero no me llega el mail. ya lo hice varias veces.  ",Problemas con la Clave
hola! como hago para anotarme en un final?? ,Exámenes
"perdi mi sube con la que registre el boleto para la unlu, la di por perdida en la pagina de sube, como ago para ingresarla otra vez porque no me deja me sale como beneficio asignado  ",Boleto Universitario
buenos dias. no puedo ingresar a mi cuenta para inscribirme al final de matematica 1. me arroja un mjs diciendo que el usuario no cumple con los requisitos. ya tenia el usuario y ahora no me permite ingresar ni restablecer mi contraseña ,Requisitos de Ingreso
me quiero reincorporar y mo se como hacer. que hago? ,Reincorporación
"hola, buenas tardes, el asunto por el cual les mando este mensaje, es porque según el punto de carga sube que hay en el establecimiento dice que yo &quot;no poseo el beneficio social&quot;, pero hice el tramite a través de la pagina de la unlu, cuando quiero confirmar que yo supuestamente no poseo beneficio social y realizar otra vez el tramite, la pagina me dice lo siguiente &quot;la persona ya tiene un beneficio asignado&quot;. desde ya muchas gracias. ",Boleto Universitario
no puedo reestablecer mi clave de mi perfil y necesito entrar ,Problemas con la Clave
quiero inscribirme vía web y no me llega el correo ,Ingreso a la Universidad
"buenos dias , necesitaria saber la cantidad de materias aprobadas y como realizar los tramites para obtener los certificados para poder presentar en otra universidad.  muchas gracias  saludos   ",Pedido de Certificados
recuperar contraseña ,Problemas con la Clave
renovar contraseña ,Problemas con la Clave
"hola,  quise hacer el boleto estudiantil y me dice que ya tengo un beneficio asignado,  pero a mi nunca me cargaron nada en la sube.  quería saber si ustedes podrían llegar a saber porque ",Boleto Universitario
